Estado,Sumatoria,Mediana,Varianza
Healthy,1.1110932447610823e-06,1.434706937950801e-07,0.0002755684308094275
Healthy,1.1542881454619675e-06,1.3400858191169873e-07,0.00022551163874437403
Healthy,1.331669910236671e-06,1.5333050634057103e-07,0.00028519249268239334
Healthy,9.532174802075524e-07,1.537967882835102e-07,0.0002699961345688225
Healthy,9.11590858585041e-07,8.977197197196381e-08,0.00016714291464368662
Healthy,1.7592976122844731e-06,8.851090684799597e-10,2.655715306044229e-05
Healthy,8.832241929293955e-06,7.048186787169349e-10,0.00010123832005511309
Healthy,0.0001922721595046586,1.908984748099835e-07,0.0028279134227979894
Healthy,0.0010221076314346816,2.532266006321436e-06,0.017353986202010733
Healthy,0.0006081915504285939,1.017514948289726e-06,0.010505144277354174
Healthy,0.0008944531857417116,2.3421867810367168e-06,0.015841045884945722
Healthy,0.0009666630805649887,3.092045167830602e-06,0.017304917618740857
Healthy,0.0006516766748063026,1.3316974377235773e-06,0.010425790205888462
Healthy,0.00039962341066829667,7.738810157680017e-07,0.0073098726733485395
Healthy,1.8546975063277036e-05,2.604246190372441e-07,0.00042684988780948476
Healthy,1.6529650076877895e-05,3.7051433436388234e-07,0.0005037060809646918
Healthy,1.7639166263006433e-05,2.8506042099053497e-07,0.00043330140045533136
Healthy,2.222425086785208e-05,3.188584834361869e-07,0.0005357673532531462
Healthy,3.0041652405548485e-05,3.160713948879769e-07,0.0006174576197808604
Healthy,0.0001614581250382816,1.9932201947448957e-07,0.002363478865985702
Healthy,0.00015234760346591062,1.7966533065800258e-07,0.0021441088316877816
Healthy,0.00014739329798345765,1.919967967900713e-07,0.0021349856769465898
Healthy,0.00021183467145315178,2.656636326039924e-07,0.0030059280556834884
Healthy,3.9058893437605546e-05,3.889539819668634e-07,0.0008145638424095411
Healthy,4.495849624128784e-05,4.488317167393831e-07,0.0010120340942195404
Healthy,3.5363322481172354e-05,3.594407771358525e-07,0.000704860930946616
Healthy,2.9348603895901538e-05,2.632551227570543e-07,0.0006054617121070719
Healthy,3.749561909837032e-05,3.499933173980946e-07,0.0007955495240640634
Healthy,4.6249159742187763e-05,4.341609484845592e-07,0.0009720978750390755
Healthy,3.799670166695129e-05,4.864776426119162e-07,0.0008595663468475093
Healthy,2.797155114971516e-05,1.3720385245856653e-08,0.0003523094294282501
Healthy,4.290980339441875e-05,2.8911284215955002e-08,0.0006471611983673472
Healthy,2.3314629433468638e-05,1.2665637738758199e-08,0.00034083740308217677
Healthy,4.9868249750783786e-05,2.6718010147503212e-08,0.0006144569561561837
Healthy,0.000571384597438912,1.505346874014132e-06,0.010321258055258202
Healthy,0.0006848470229912018,2.097510920236051e-06,0.012973130765113137
Healthy,0.0007111299982258392,2.102036615936983e-06,0.012853886407966402
Healthy,0.0002841705589474327,6.081068734573828e-07,0.004775923713479158
Healthy,0.0007010201070036244,1.7459106182953052e-06,0.012944782730245236
Healthy,0.00030836745605740206,5.687682405938501e-07,0.0049803557019624045
Healthy,0.0001838223414603006,5.595832961133051e-07,0.003625986040598514
Healthy,0.0007903750687650686,2.1346949659010367e-06,0.0134127540812246
Healthy,0.00043757159658769915,1.2358861065136428e-06,0.008079957132156552
Healthy,4.528374473529227e-05,1.5370854885150334e-07,0.0008244940790775091
Healthy,6.379651161681803e-05,2.643695204141621e-07,0.001195722144465955
Healthy,7.045641419928893e-05,3.345123872209942e-07,0.00138029050729581
Healthy,6.178442450544183e-05,2.5030098250325327e-07,0.0012112590810604313
Healthy,6.062723602945503e-05,2.824842992098625e-07,0.001186597457253855
Healthy,2.3931564515808454e-07,2.4689864727965316e-11,2.854562326697885e-06
Healthy,3.927844044653905e-07,8.518523338081476e-11,4.901946500562719e-06
Healthy,3.8830361881125e-07,9.644839854484945e-11,4.9215921925390264e-06
Healthy,2.610300636863141e-07,4.541639271609122e-11,3.3062315079806073e-06
Healthy,2.5481447579337984e-07,5.025184504508773e-11,3.2454877499251256e-06
Healthy,1.6165653856314612e-07,3.677231948621705e-11,2.057899832750907e-06
Healthy,1.8849210854608994e-07,4.0466368017704225e-11,2.2842784415012596e-06
Healthy,1.606848996735596e-07,5.212420103523267e-10,2.4625672955451813e-06
Healthy,1.920181725836023e-07,3.3637425652694933e-10,2.961076063362558e-06
Healthy,2.469260063942094e-07,2.992293072778926e-10,3.5925241328349896e-06
Healthy,1.84596239451701e-07,3.179638296861928e-10,2.4913300938676603e-06
Healthy,2.2359132519069819e-07,4.723611696450586e-10,3.1786671080011616e-06
Healthy,3.234896528243436e-07,4.336213974593921e-10,4.631948158674292e-06
Healthy,1.4464527902901743e-07,6.913632296056762e-10,2.5324716923114037e-06
Healthy,1.7645110771958926e-07,3.5478524892667376e-10,2.4194528773212694e-06
Healthy,1.3816233596171032e-07,5.361799526446447e-10,2.096396873506328e-06
Healthy,2.2626989254922572e-07,7.100609584063665e-10,3.662149692450296e-06
Healthy,2.5054481537080483e-07,1.047822717319503e-09,3.846017770518404e-06
Healthy,4.2750514543726754e-07,1.5707948536603724e-09,6.154757174603036e-06
Healthy,3.8706848154470045e-07,1.2888956277712129e-09,5.79625457269826e-06
Healthy,4.247328230437374e-07,1.0904537580132882e-09,5.703314400186036e-06
Healthy,4.6917555005414105e-07,1.0839782270824905e-09,6.261097358236002e-06
Healthy,4.3072057592602677e-07,1.064035595720285e-09,5.96339766356116e-06
Healthy,3.6675293970052763e-07,8.422172643700811e-10,4.990556940645572e-06
Healthy,4.015206367412349e-07,6.717946270608031e-10,5.165629187904855e-06
Healthy,3.233206256098012e-07,5.968980714362594e-10,4.219574384746275e-06
Healthy,4.054961539958759e-07,7.424068051028572e-10,5.283089369077197e-06
Healthy,4.0724210068792996e-07,8.462126088725276e-10,5.428606977677363e-06
Healthy,3.989210959555432e-07,8.336112110422237e-10,5.365408036916949e-06
Healthy,1.3387588737445586e-07,4.538323569252159e-10,1.929461426790195e-06
Healthy,1.8943060122467004e-07,6.773734099241466e-10,2.596966877800483e-06
Healthy,4.320466801205362e-06,3.2597585827381794e-09,5.67881889916069e-05
Healthy,3.956094337039592e-06,3.425897482214664e-09,5.4630538590983936e-05
Healthy,3.558674942644473e-06,2.5451243508029952e-09,4.5041604207922563e-05
Healthy,2.3438106280120125e-06,2.47086618460145e-09,3.234447227341925e-05
Healthy,8.988934308177689e-07,7.715565437188197e-10,1.4207396579217426e-05
Healthy,2.1707211563860606e-06,2.6370858230469413e-09,3.211181632245836e-05
Healthy,9.117959960526384e-07,6.41741963805217e-10,1.3233620102510241e-05
Healthy,2.5099341299036494e-06,5.862850284969449e-09,3.799997706959892e-05
Healthy,3.20414634380251e-06,7.882158258334084e-09,4.692269059637922e-05
Healthy,2.7795034328315843e-06,3.945702897889108e-09,3.972331520234918e-05
Healthy,1.2043752325931007e-06,8.90111523553243e-10,1.7214670700278246e-05
Healthy,1.71942271701409e-06,1.744384299684983e-09,2.2408387027416452e-05
Healthy,9.072160669012642e-07,1.0652972962976715e-09,1.3902161097531677e-05
Healthy,1.0938276406537669e-05,1.63773866540714e-09,0.00014025478881388696
Healthy,5.85491619868435e-06,6.7972269462451434e-09,9.787793918096597e-05
Healthy,7.5973439691475724e-06,6.068659635874784e-09,0.00011753382851179
Healthy,7.534718757821984e-06,6.517440559265436e-09,0.00011345444931089435
Healthy,6.269736056663905e-06,2.867332663460114e-09,9.33088541738088e-05
Healthy,1.7600142979193242e-06,4.200527247053254e-10,2.3012578409752592e-05
Healthy,1.0174584484826555e-06,3.571720289924733e-10,1.2796930246448278e-05
Healthy,2.5847013713008034e-06,1.1005364409900234e-09,3.3537784894210926e-05
Healthy,1.5787933712220321e-06,6.8199622849477e-10,1.9401578070455706e-05
Healthy,1.0751815700209702e-06,4.1101172269060633e-10,1.32448094082646e-05
Healthy,1.1754283949842899e-06,3.1810048610816944e-09,2.0380948368103705e-05
Healthy,2.505751525975855e-06,1.6079018892004215e-09,3.179302654049317e-05
Healthy,2.040585759814648e-06,1.289395384830271e-09,2.5932079172292913e-05
Healthy,2.468965552778743e-06,2.4066699519274122e-09,3.217740050115785e-05
Healthy,5.976227049007844e-06,4.7215419538863224e-09,8.196790228890398e-05
Healthy,5.850686132946818e-06,3.6797308931546697e-09,7.740350215280163e-05
Healthy,4.93399340926619e-06,5.36788398867266e-09,6.501111075382727e-05
Healthy,3.03002615321912e-06,2.260072692614635e-09,3.9578777318185716e-05
Healthy,1.4290981452291766e-06,1.3547875080002008e-09,1.9359495009271016e-05
Healthy,5.357822257468405e-06,4.622244124238218e-09,7.267988092587394e-05
Healthy,1.9239390613240715e-06,2.165088470674642e-09,2.5871000877158867e-05
Healthy,1.1145264365603672e-07,3.02288865820435e-09,5.711170871263013e-06
Healthy,1.3205508300789367e-07,3.3469790772140673e-09,6.724868193772588e-06
Healthy,1.3918875661443283e-07,4.093422727426842e-09,7.13843231588817e-06
Healthy,1.1118944495032528e-07,4.469421449916675e-09,6.620000521857386e-06
Healthy,9.307346857817288e-08,3.89009261005246e-09,6.517357033291434e-06
Healthy,1.0938965736066462e-07,3.3899449338194236e-09,6.821891706676953e-06
Healthy,1.1844277008150201e-07,4.150256346669553e-09,7.889080146774986e-06
Healthy,1.449794120494617e-07,4.614405238323097e-09,8.132149714803098e-06
Healthy,1.812226022443035e-07,5.244404950186274e-09,1.231740606901944e-05
Healthy,1.4074205494184972e-07,4.32339031924858e-09,9.597992686575335e-06
Healthy,1.754712850231662e-07,5.121259803482623e-09,1.2938349189703915e-05
Healthy,2.1171055130654098e-07,5.290254828498663e-09,1.3765968734758653e-05
Healthy,1.7201965428989405e-07,5.826971481286673e-09,1.4226667159633934e-05
Healthy,1.3766286424931196e-07,5.119867809917917e-09,1.139787529143257e-05
Healthy,1.318746158650199e-07,5.401717482399811e-09,1.1317878742317236e-05
Healthy,3.9498082538533044e-06,4.5509492792336895e-09,5.292799122007591e-05
Healthy,4.531649979045911e-06,4.35836548760572e-09,5.9959950263163005e-05
Healthy,6.7095921032367024e-06,6.356485890961279e-09,8.978767702634323e-05
Healthy,7.41258585944818e-07,8.314961521437497e-10,1.1047582335067611e-05
Healthy,1.3787737443951213e-06,1.2038390727074118e-09,1.9178650224236438e-05
Healthy,1.0899592340638276e-06,1.0053808100100078e-09,1.597748384984029e-05
Healthy,1.1532215053716567e-06,1.8059315750513463e-09,1.69858363766704e-05
Healthy,8.745826547326081e-06,9.475562849876833e-09,0.00011950777493434589
Healthy,7.983085060030296e-06,7.043152294079879e-09,0.00010312879615169766
Healthy,8.624369532600985e-06,1.010049062077378e-08,0.00011285356756236226
Healthy,5.778603680389256e-06,3.781450848235545e-09,7.193286283739901e-05
Healthy,6.220395886141794e-06,5.6778965175851755e-09,8.168810312453518e-05
Healthy,5.858266972513164e-06,4.435818445821022e-09,7.326008237771061e-05
Healthy,8.221680208321865e-06,8.977045616539823e-09,0.00011376329609218789
Healthy,9.034620551774636e-06,1.097285347427166e-08,0.00012712246756251208
Healthy,9.793989335074551e-06,1.2393661033050727e-08,0.00013471332756341152
Healthy,2.5250632430958324e-06,6.595781988085439e-09,3.855689716966236e-05
Healthy,5.8295043005744284e-08,1.200008466479393e-10,8.10921041391516e-07
Healthy,2.5565750536221667e-08,1.7709111478810606e-11,3.215229809854275e-07
Healthy,4.784308875236376e-08,7.987297027048243e-11,6.265143223128938e-07
Healthy,7.404630136168775e-08,9.029645620352647e-11,9.697264272692498e-07
Healthy,5.521039676825119e-07,4.0061819721995345e-10,6.968044829298506e-06
Healthy,1.680593998258634e-07,6.656878479441525e-10,2.671132973262631e-06
Healthy,4.855548216651268e-07,1.146577558836944e-09,6.701877345913129e-06
Healthy,7.525898031226365e-08,1.6484661642452684e-10,1.5606912264798434e-06
Healthy,8.124994796767412e-07,8.129851287076472e-10,1.0335833652019822e-05
Healthy,8.254662714817797e-07,5.272035372809347e-10,9.687444982344218e-06
Healthy,1.1386138381003336e-06,9.808734293906108e-10,1.4944916093023017e-05
Healthy,1.0894091988351849e-06,5.139730541241195e-10,1.3342737286097756e-05
Healthy,1.989415806226003e-07,4.2156464450106916e-10,2.787787071151271e-06
Healthy,7.001430897440834e-07,8.8441809489647e-10,9.586780034130296e-06
Healthy,6.962805549672741e-07,4.5808735433355534e-10,8.59127697737932e-06
Healthy,3.366692036163324e-07,5.411413772887704e-10,4.5307485964574336e-06
Healthy,2.8944801812636397e-07,6.551254317183555e-10,3.96088998838482e-06
Healthy,2.0179284891907402e-07,7.036510450223877e-10,2.808541112707934e-06
Healthy,2.912908978636489e-07,6.399249325851436e-10,3.970321195142211e-06
Healthy,7.705360936649181e-08,3.7669141346416757e-10,1.1418271332482263e-06
Healthy,8.948794835163965e-08,3.221635698465441e-10,1.2504987528475211e-06
Healthy,1.3908717811548954e-07,4.007330810788305e-10,1.8956809416641178e-06
Healthy,1.0462781675252167e-07,3.7582390686610165e-10,1.5143102108693171e-06
Healthy,1.3086831394532257e-07,2.8948705823955346e-10,1.7370889665355856e-06
Healthy,2.754175503409432e-07,1.232472918887508e-10,3.44360252360694e-06
Healthy,2.977892910514639e-07,3.7297302277243936e-10,5.08855632433397e-06
Healthy,1.3324924735402097e-07,3.502545608660164e-09,4.850601858813651e-06
Healthy,1.4420067490608905e-07,3.5337498598284662e-09,4.8523976203086e-06
Healthy,1.0964153177155906e-07,4.33762363894966e-09,5.0813908534303e-06
Healthy,4.5556220202594186e-08,4.847448816260012e-10,9.948970266120014e-07
Healthy,1.1979456525710743e-08,5.242113388879958e-11,2.092757797707109e-07
Healthy,1.114918825611454e-08,1.406052254987262e-10,3.303164310807096e-07
Healthy,1.076633060464724e-08,1.2983265234325089e-10,2.7741450694942836e-07
Healthy,8.403033637034845e-09,6.692399008928709e-11,2.075280012133989e-07
Healthy,1.072991278793117e-08,1.7780874788588845e-10,3.180797317836841e-07
Healthy,3.515135001243651e-07,3.3725025990799953e-09,7.362896332743372e-06
Healthy,3.1339394285359343e-06,3.4919697967759915e-08,6.606929755716312e-05
Healthy,7.331652239951665e-08,8.51506547761559e-11,8.995066058488202e-07
Healthy,1.3102574523944308e-06,8.393442589988497e-09,2.2690219149080892e-05
Healthy,7.848599594503456e-06,1.3054065073969622e-08,0.00010740120112873091
Healthy,7.426450150604546e-06,4.2104035296852145e-08,0.00011814946398318543
Healthy,2.493075674258818e-08,5.3649916109936103e-11,5.180686202315274e-07
Healthy,3.1419476580424216e-08,8.789794985018266e-11,6.186391016715265e-07
Healthy,2.7804581145088702e-08,7.364222316436756e-11,5.781862855489722e-07
Healthy,2.526915883104298e-08,5.708719330898141e-11,5.164972722879535e-07
Healthy,2.4309831181874765e-08,6.775523519308169e-11,5.345768838910341e-07
Healthy,2.4635126307708556e-08,4.0749143738160363e-11,4.876958014588938e-07
Healthy,2.516632254582579e-08,4.8433004249063065e-11,5.037822081057487e-07
Healthy,1.901644090938006e-06,2.8858018494950094e-09,2.9631295863371906e-05
Healthy,1.7467884152124212e-06,2.2572280723263606e-09,2.7777354999948466e-05
Healthy,1.4659963052232625e-06,2.129969287996149e-09,2.3889624798234124e-05
Healthy,1.843803640905069e-06,2.842292483353296e-09,2.952575256213321e-05
Healthy,1.8599979492569903e-06,3.3131887422128e-09,3.1349812773596806e-05
Healthy,2.3390177540446816e-06,3.4022300932858608e-09,3.679677975504497e-05
Healthy,4.483393225210571e-06,5.0284487493976474e-09,6.076090375171535e-05
Healthy,2.427328510969545e-06,2.8365303552591283e-09,3.4802734802388156e-05
Healthy,2.090011114851356e-06,2.41445545862384e-09,3.134019022648166e-05
Healthy,1.268768897273903e-06,2.2389781841216915e-09,2.2435503482345535e-05
Healthy,1.769683492830836e-06,3.2154213616436934e-09,2.853624091720857e-05
Healthy,4.125860779287056e-06,1.329986461543367e-08,6.536009219925116e-05
Healthy,2.883850867230979e-06,4.2509649374569085e-09,4.319685658528152e-05
Healthy,2.4850600597993782e-06,3.809664195321862e-09,3.7571677824216274e-05
Healthy,2.4123135727293727e-06,8.41244440458289e-09,4.5225536310117906e-05
Healthy,3.575275055882461e-06,1.270456439392006e-08,6.299499728840824e-05
Healthy,3.8073743620385943e-06,1.068629154971886e-08,6.522552993723343e-05
Healthy,3.0740233935214582e-06,7.3866263118882234e-09,5.051762583021435e-05
Healthy,4.314452839538394e-06,6.148657176044096e-09,6.702347231269002e-05
Healthy,3.0505136060786088e-06,1.7050660695395198e-09,3.803345303138815e-05
Healthy,1.9425775986810065e-06,9.264289158988975e-10,2.586307145161095e-05
Healthy,2.5130113924260056e-06,1.258232980692324e-09,3.234420799435158e-05
Healthy,1.763490220088216e-06,7.820409480563847e-10,2.435647363801047e-05
Healthy,2.3323843133624027e-06,7.618485459570287e-10,2.9873284599102562e-05
Healthy,1.5759773319099811e-06,8.40430082281644e-10,2.1098797788948914e-05
Healthy,2.0193938643306167e-06,1.1523393009499557e-09,2.730261623385217e-05
Healthy,1.1626496997117146e-06,5.624248708439845e-10,1.6614249528420455e-05
Healthy,1.1808219081356801e-06,5.179223338896704e-10,1.7793616346590306e-05
Healthy,1.5743096602744791e-06,6.930346578287704e-10,2.1734871629166144e-05
Healthy,1.6812418299284956e-06,5.627643563834331e-10,2.2225955152494872e-05
Healthy,2.0626693327293507e-06,1.5870865397307798e-09,2.722859178200057e-05
Healthy,2.822152508158049e-06,7.842085677493233e-10,3.812137033202849e-05
Healthy,1.8031079794194687e-06,6.440568580499636e-10,2.4433079098289037e-05
Healthy,2.0647805599359587e-06,9.959539660313958e-10,3.07092956122037e-05
Healthy,1.1091242662366926e-06,3.3263912328563436e-09,1.926697523631285e-05
Healthy,2.1661521613321882e-06,4.09668258034432e-09,3.303903163616706e-05
Healthy,3.507849153963888e-06,5.681086975127613e-09,5.412540809534568e-05
Healthy,4.094219655517592e-06,5.328153713884502e-09,6.120652699836928e-05
Healthy,3.9589297566391535e-06,4.6357887073564205e-09,5.9036357021063736e-05
Healthy,1.7992704983197679e-06,5.169222563946796e-09,2.7773534172482113e-05
Healthy,1.3722608225288272e-06,1.3011246587218122e-09,1.9538241079483855e-05
Healthy,8.463973242768335e-07,6.118336303169958e-10,1.296475692424375e-05
Healthy,1.4370214602657205e-06,1.993248789887901e-09,2.1223128609254058e-05
Healthy,1.06396112321323e-06,1.7319718231323678e-09,1.6215863619108582e-05
Healthy,1.0535585616246634e-06,1.5782957754103808e-09,1.645744428861004e-05
Healthy,8.513337560298425e-07,1.573587367998583e-09,1.3565977960466047e-05
Healthy,8.089661618500194e-07,1.6541651402764263e-09,1.3947842521127663e-05
Healthy,7.05216367529862e-07,9.695103535119928e-10,1.0992990368680325e-05
Healthy,9.313202820796052e-07,1.4789124113237427e-09,1.4607954883303891e-05
Healthy,6.948701190362051e-07,1.552637740326402e-09,1.1700169083194396e-05
Healthy,1.0698603967107983e-06,2.2104557821310733e-09,1.684586056313643e-05
Healthy,8.952483918187814e-07,2.391244716190025e-09,1.545369727123525e-05
Healthy,2.257603957555848e-06,1.1812821652969998e-08,4.024308484184733e-05
Healthy,2.839640134469231e-06,9.835786972486002e-09,4.76318220332692e-05
Healthy,1.8808631515329698e-06,6.239312016105734e-09,3.272079525277534e-05
Healthy,1.111757603705561e-06,5.686830574679207e-09,2.2439861591057553e-05
Healthy,3.1921927883596068e-06,7.921734631281856e-09,5.1460062215038614e-05
Healthy,1.6455984590204277e-06,4.57886369522473e-09,2.6667300868777023e-05
Healthy,2.500787693927099e-06,6.320674000455911e-09,3.8645358646932194e-05
Healthy,1.9811928330897448e-06,6.5761719070589904e-09,3.30119906163237e-05
Healthy,3.997581244917584e-06,8.216693702904618e-09,5.9990825898907485e-05
Healthy,3.348595577267644e-06,8.830478357105135e-09,5.066840490089863e-05
Healthy,1.7002529021239782e-06,6.180265743241467e-09,2.9557991922700578e-05
Healthy,2.010061769403916e-06,4.397434591805072e-09,3.0612794390804694e-05
Healthy,1.016661402708716e-06,3.6245158056488566e-09,1.9123480129405434e-05
Healthy,3.704885914429222e-06,8.025121053119823e-09,5.6209583898767516e-05
Healthy,3.3047913365603445e-06,4.116811161285013e-09,4.5867193919979826e-05
Healthy,9.175648176184614e-07,7.882777457090428e-10,1.2093279069614503e-05
Healthy,1.501463921702326e-06,3.1558476262071134e-09,2.2853506488744133e-05
Healthy,1.4734768188036241e-06,2.085367278087993e-09,2.0298938159656197e-05
Healthy,1.304753425446308e-06,2.1177766231921106e-09,1.856424189306662e-05
Healthy,1.8749635012874647e-06,2.794256777038956e-09,2.5462158386233522e-05
Healthy,1.630400208626969e-06,1.734257892463031e-09,2.2340451719226108e-05
Healthy,1.3597425913199062e-06,2.3065894996747297e-09,1.951971710994519e-05
Healthy,1.142768242355595e-06,2.3634366338044277e-09,1.661609313083847e-05
Healthy,9.820372514770263e-07,2.6097138726279397e-09,1.5330601208331065e-05
Healthy,1.045647560235914e-06,1.7326524420999962e-09,1.522085471395067e-05
Healthy,1.4014483991615533e-06,1.5390122825965051e-09,1.8526886626454857e-05
Healthy,1.1086379816379758e-06,1.4610353027180449e-09,1.5690329642699182e-05
Healthy,2.647198310560851e-06,5.713585544551568e-09,4.2425483472225445e-05
Healthy,2.782805336112567e-06,8.533028095484924e-09,4.5408131499402096e-05
Healthy,3.2520684796201944e-06,7.3110862344360784e-09,4.880973618723534e-05
Healthy,9.396023634228808e-07,2.3632989141527037e-09,1.5161377704624138e-05
Healthy,1.2993711804133689e-06,3.4843928081047225e-09,2.3801159135054233e-05
Healthy,1.1856130996503033e-06,3.6915302811278603e-09,2.21661750425754e-05
Healthy,1.734072033644979e-06,4.101389530984699e-09,3.0399926038546146e-05
Healthy,1.2697356188947075e-06,4.189745306629836e-09,2.4053335012056973e-05
Healthy,1.6396744708743348e-06,5.274932082166061e-09,2.83911275083699e-05
Healthy,1.3432041880768774e-06,4.466820305835022e-09,2.5230033455901922e-05
Healthy,1.3664901523651229e-06,2.9211659852485665e-09,2.4066120424273665e-05
Healthy,1.6565330147355004e-06,3.112023044542682e-09,2.8337998833562453e-05
Healthy,1.5932026426921639e-06,4.166613456358073e-09,2.7192836562919682e-05
Healthy,1.3500808247055538e-06,3.836410197072098e-09,2.410744568772174e-05
Healthy,4.339906588284958e-06,1.7297640113262425e-08,7.726160368145882e-05
Healthy,1.543132696196261e-06,2.24836343443327e-08,4.477253642898559e-05
Healthy,1.7879145266965315e-06,1.175621229951265e-08,3.734341512264368e-05
Healthy,1.0270494078449334e-06,6.852685668127428e-09,2.4385457600915982e-05
Healthy,9.339754147137209e-07,6.7368694045628845e-09,2.364598458834088e-05
Healthy,9.585272143144426e-07,8.070937756484609e-09,2.464053736208258e-05
Healthy,1.4865818913298814e-06,4.1102666711635465e-09,2.648081680272052e-05
Healthy,1.342483569827058e-06,3.0803949685625594e-09,2.5492761584484966e-05
Healthy,1.2442426836563449e-06,3.392843366708808e-09,2.3738165538323045e-05
Healthy,3.5881071491361854e-07,2.1713509776837392e-08,3.0563459642138185e-05
Healthy,4.209400828144181e-07,1.0787209259979364e-08,1.8856777437438953e-05
Healthy,2.5651631223894094e-07,3.935987558127121e-09,8.576570163391786e-06
Healthy,3.0605145927407425e-07,7.974543353272637e-09,1.3726157449119391e-05
Healthy,2.3812635352370836e-07,6.1396620624772665e-09,1.0012279918846167e-05
Healthy,8.302683561737144e-07,3.6510492508465876e-08,4.54511711959593e-05
Healthy,8.533030627549608e-07,3.6740836268445346e-08,4.777695533957593e-05
Healthy,9.56160750056783e-07,4.860497685277809e-08,5.557450458352924e-05
Healthy,8.522928220852639e-07,3.920397570186123e-08,4.884119222037449e-05
Healthy,8.284597700548985e-07,3.764238049022694e-08,4.97013449712532e-05
Healthy,6.336244781004982e-07,2.179249819527435e-08,3.099668811708553e-05
Healthy,8.108321954014466e-07,4.1974803343722784e-08,5.613499928740617e-05
Healthy,6.844939057050444e-07,4.125288367336009e-08,4.9445701645414124e-05
Healthy,3.6824815096712485e-07,1.0887414068274214e-10,4.6197638552651485e-06
Healthy,9.387851447847552e-07,2.003533722959669e-10,1.1918521884394492e-05
